budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
176000003,Science Fiction,"['jupiter', 'space', 'woman director', '3d', 'interspecies romance']",en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908000000003,2015-02-04,183987723,124.0,Expand your universe.,Jupiter Ascending,5.2,Village Roadshow Pictures,United States of America,English
180000000,Action,"['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']",en,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,2016-06-29,356743061,109.0,Human. Nature.,The Legend of Tarzan,5.5,Village Roadshow Pictures,Canada,English
178000000,Science Fiction,"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,2016-05-18,543934787,144.0,Only the strong will survive,X-Men: Apocalypse,6.4,Twentieth Century Fox Film Corporation,United States of America,English
185000000,Drama,"['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,2008-07-16,1004558444,152.0,Why So Serious?,The Dark Knight,8.2,DC Comics,United Kingdom,English
175000000,Animation,"['alien', 'giant robot', 'duringcreditsstinger']",en,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578000000006,2009-03-19,381509870,94.0,"When aliens attack, monsters fight back.",Monsters vs Aliens,6.0,DreamWorks Animation,United States of America,English
140000000,Action,"['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",120.725053,2008-04-30,585174222,126.0,Heroes aren't born. They're built.,Iron Man,7.4,Marvel Studios,United States of America,English
170000000,Adventure,"['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']",en,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",32.319043,2011-11-22,185770160,126.0,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,7.0,Paramount Pictures,France,English
175000000,Action,"['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23792,2016-08-02,745000000,123.0,Worst Heroes Ever,Suicide Squad,5.9,DC Comics,United States of America,English
175000000,Fantasy,"['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",en,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,2007-06-09,173000000,96.0,A comedy of biblical proportions,Evan Almighty,5.3,Columbia Pictures,United States of America,English
178000000,Action,"['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,2014-05-27,370541256,113.0,"Live, Die, Repeat",Edge of Tomorrow,7.6,Village Roadshow Pictures,Australia,English
175000000,Adventure,"['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,2009-08-04,302469017,118.0,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,Paramount Pictures,Czech Republic,English
175000000,Drama,"['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.65596399999998,2015-06-09,857611174,94.0,Meet the little voices inside your head.,Inside Out,8.0,Walt Disney Pictures,United States of America,English
200000000,Adventure,"['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",77.30019399999998,2010-04-28,623933331,124.0,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,6.6,Marvel Studios,United States of America,English
170000000,Adventure,"['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,2012-05-30,396600000,127.0,The Fairytale is Over,Snow White and the Huntsman,5.8,Universal Pictures,United States of America,English
180000000,Fantasy,"['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",en,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,2014-05-28,758539785,97.0,Don't believe the fairy tale.,Maleficent,7.0,Walt Disney Pictures,United States of America,English
170000000,Science Fiction,"['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",243.79174300000003,2014-06-26,710644566,130.0,One last chance for peace.,Dawn of the Planet of the Apes,7.3,Ingenious Media,United States of America,English
